Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
4,0.5,0.7,0.5,0.01,1,0,0.8408394,0.008626,1093.2
4,1,0.7,0.5,0.01,1,0,0.8414812,0.0081282,963.2
4,2,0.7,0.5,0.01,1,0,0.8415714,0.0082132,1158.42857142857
4,3,0.7,0.5,0.01,1,0,0.8406668,0.0111524,953.428571428571
4,4,0.7,0.5,0.01,1,0,0.8410318,0.0077346,1069.5
5,0.5,0.7,0.5,0.01,1,0,0.8415472,0.0078074,826.6
5,1,0.7,0.5,0.01,1,0,0.841251,0.0091984,744
5,2,0.7,0.5,0.01,1,0,0.8418762,0.0140648,872.2
5,3,0.7,0.5,0.01,1,0,0.841811,0.0097372,878.8
5,4,0.7,0.5,0.01,1,0,0.8423716,0.0190226,897.2
6,0.5,0.7,0.5,0.01,1,0,0.8413674,0.0054576,691.2
6,1,0.7,0.5,0.01,1,0,0.8408012,0.0091844,768
6,2,0.7,0.5,0.01,1,0,0.8422908,0.0063152,778.4
6,3,0.7,0.5,0.01,1,0,0.8420974,0.0064636,807.6
6,4,0.7,0.5,0.01,1,0,0.8414382,0.009477,668.4
